timestep,neighbor,flow_mw,direction,cost_eur
2024-01-12 02:00:00,DK2,-1700.0,export,-166277.0
2024-01-12 02:00:00,PL,-600.0,export,-63798.0
2024-01-12 02:00:00,LT,-700.0,export,-72037.0
2024-01-12 02:00:00,DE,-615.0,export,-60386.85
2024-01-12 03:00:00,NO1,-2145.0,export,-203860.8
2024-01-12 03:00:00,NO3,-1000.0,export,-54890.0
2024-01-12 03:00:00,NO4,600.0,import,9720.0
2024-01-12 03:00:00,FI,-1500.0,export,-124125.0
2024-01-12 03:00:00,DK1,-740.0,export,-72283.2
2024-01-12 03:00:00,DK2,-1700.0,export,-166277.0
2024-01-12 03:00:00,PL,-600.0,export,-63798.0
2024-01-12 03:00:00,LT,-700.0,export,-72037.0
2024-01-12 03:00:00,DE,-615.0,export,-60386.85
2024-01-12 04:00:00,NO1,-1726.96,export,-164130.28
2024-01-12 04:00:00,NO3,-1000.0,export,-54890.0
2024-01-12 04:00:00,NO4,600.0,import,9720.0
2024-01-12 04:00:00,FI,-1500.0,export,-124125.0
2024-01-12 04:00:00,DK1,-740.0,export,-72283.2
2024-01-12 04:00:00,DK2,-1700.0,export,-166277.0
2024-01-12 04:00:00,PL,-600.0,export,-63798.0
2024-01-12 04:00:00,LT,-700.0,export,-72037.0
2024-01-12 04:00:00,DE,-615.0,export,-60386.85
2024-01-12 05:00:00,NO1,-559.14,export,-53140.67
2024-01-12 05:00:00,NO3,-1000.0,export,-54890.0
2024-01-12 05:00:00,NO4,600.0,import,9720.0
2024-01-12 05:00:00,FI,-1500.0,export,-124125.0
2024-01-12 05:00:00,DK1,-740.0,export,-72283.2
2024-01-12 05:00:00,DK2,-1624.15,export,-158858.11
2024-01-12 05:00:00,PL,-600.0,export,-63798.0
2024-01-12 05:00:00,LT,-700.0,export,-72037.0
2024-01-12 05:00:00,DE,-615.0,export,-60386.85
2024-01-12 06:00:00,NO1,-21.83,export,-2074.72
2024-01-12 06:00:00,NO3,-1000.0,export,-54890.0
2024-01-12 06:00:00,NO4,600.0,import,9720.0
2024-01-12 06:00:00,FI,-1500.0,export,-124125.0
2024-01-12 06:00:00,DK1,-740.0,export,-72283.2
2024-01-12 06:00:00,DK2,-1306.49,export,-127787.79
2024-01-12 06:00:00,PL,-600.0,export,-63798.0
2024-01-12 06:00:00,LT,-700.0,export,-72037.0
2024-01-12 06:00:00,DE,-615.0,export,-60386.85
2024-01-12 07:00:00,NO1,198.04,import,18821.72
2024-01-12 07:00:00,NO3,-1000.0,export,-54890.0
2024-01-12 07:00:00,NO4,600.0,import,9720.0
2024-01-12 07:00:00,FI,-1500.0,export,-124125.0
2024-01-12 07:00:00,DK1,-740.0,export,-72283.2
2024-01-12 07:00:00,DK2,-1275.96,export,-124801.65
2024-01-12 07:00:00,PL,-600.0,export,-63798.0
2024-01-12 07:00:00,LT,-700.0,export,-72037.0
2024-01-12 07:00:00,DE,-615.0,export,-60386.85
2024-01-12 08:00:00,NO1,109.37,import,10394.52
2024-01-12 08:00:00,NO3,-1000.0,export,-54890.0
2024-01-12 08:00:00,NO4,600.0,import,9720.0
2024-01-12 08:00:00,FI,-1500.0,export,-124125.0
2024-01-12 08:00:00,DK1,-740.0,export,-72283.2
2024-01-12 08:00:00,DK2,-1319.55,export,-129065.19
2024-01-12 08:00:00,PL,-600.0,export,-63798.0
2024-01-12 08:00:00,LT,-700.0,export,-72037.0
2024-01-12 08:00:00,DE,-615.0,export,-60386.85
2024-01-12 09:00:00,NO1,15.95,import,1515.89
2024-01-12 09:00:00,NO3,-1000.0,export,-54890.0
2024-01-12 09:00:00,NO4,600.0,import,9720.0
2024-01-12 09:00:00,FI,-1500.0,export,-124125.0
2024-01-12 09:00:00,DK1,-740.0,export,-72283.2
2024-01-12 09:00:00,DK2,-1368.66,export,-133868.63
2024-01-12 09:00:00,PL,-600.0,export,-63798.0
2024-01-12 09:00:00,LT,-700.0,export,-72037.0
2024-01-12 09:00:00,DE,-615.0,export,-60386.85
2024-01-12 10:00:00,NO1,-177.59,export,-16878.15
2024-01-12 10:00:00,NO3,-655.74,export,-35993.57
2024-01-12 10:00:00,NO4,600.0,import,9720.0
2024-01-12 10:00:00,FI,-1500.0,export,-124125.0
2024-01-12 10:00:00,DK1,-740.0,export,-72283.2
2024-01-12 10:00:00,DK2,-1505.82,export,-147284.25
2024-01-12 10:00:00,PL,-600.0,export,-63798.0
2024-01-12 10:00:00,LT,-700.0,export,-72037.0
2024-01-12 10:00:00,DE,-615.0,export,-60386.85
2024-01-12 11:00:00,NO1,-286.47,export,-27226.11
2024-01-12 11:00:00,NO3,-316.35,export,-17364.45
2024-01-12 11:00:00,NO4,600.0,import,9720.0
